,Age,Gender,Average GPA,Attendance (%),Internship Done,Placement Status,In_Robotics,In_Coding Club,Knows_Machine Learning,Knows_Java,Knows_C++,Knows_SQL,Knows_Data Science,Knows_Python,Knows_Web Development,Extracirricular Activities,Domain_Consulting,Domain_Core Engineering,Domain_Hardware,Domain_Higher Studies,Domain_None,Domain_Research,Domain_Software,Backlogs_Binned
240,23,0,2.075684492802124,69,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
241,21,1,2.0744289998562917,73,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
242,19,1,2.093097868127322,95,0,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0
243,22,0,2.1329823086078656,84,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1
244,21,1,2.089391872533004,73,0,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,2
245,19,0,2.0135687975291283,75,0,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1
246,22,1,2.0744289998562917,93,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,2
247,21,0,2.1016921506146558,72,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0
248,18,1,2.0438143640366846,89,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1
249,18,1,2.080690761080268,62,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0
250,23,0,1.9919755158985601,95,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,1
251,23,0,2.0781907597781832,67,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0
252,21,0,2.012232791986386,70,0,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,1
253,18,0,2.130609828254235,62,0,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,2
254,23,1,2.1186622548331173,99,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1
255,21,1,2.0918640616783932,69,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,2
256,23,1,2.0135687975291283,86,1,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0
257,23,0,2.0425181875752383,84,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
258,20,0,2.096790180014449,85,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,2
259,22,0,2.1587147225743437,62,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1
260,22,1,2.172476407647025,95,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0
261,21,1,2.154085084675602,95,1,1,0,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1
262,18,0,2.1174596088673567,83,0,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0,1
263,23,1,2.127040520479115,76,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0
264,20,1,2.017566137961748,60,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0
265,21,0,2.081938421878423,77,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0
266,19,0,2.1041341542702074,70,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1
267,22,0,2.1077860146889784,74,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1
268,20,1,2.063058062429312,89,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1
269,22,0,2.1329823086078656,84,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1
270,18,1,2.084429083190875,70,1,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,2
271,22,1,2.1186622548331173,68,1,0,0,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1
272,18,0,2.086913556518537,78,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0
273,23,1,2.048982334195127,79,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0
274,22,1,2.128231705849268,79,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0
275,21,0,2.0706530356467567,76,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1
276,19,0,2.0592388343623163,85,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1
277,21,0,2.096790180014449,61,1,0,0,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1
278,18,1,2.086913556518537,78,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0
279,21,1,2.154085084675602,95,1,1,0,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1
280,21,0,2.0476928433652555,84,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0
281,21,0,2.066862759472976,76,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2
282,18,0,2.1174596088673567,90,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
283,23,1,2.0693912058263346,73,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0
284,19,1,2.0592388343623163,88,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
285,23,1,2.115049969147204,73,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1
286,21,1,2.075684492802124,89,1,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1
287,21,0,2.1447610078004784,74,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0
288,22,0,2.030776369698555,98,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0
289,22,0,2.093097868127322,75,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,1
290,23,1,2.0425181875752383,84,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
291,20,0,2.1126345090356,66,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1
292,23,1,2.1138429683971682,61,0,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1
293,22,1,2.128231705849268,69,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,2
294,22,0,2.050270164379556,68,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0
295,18,0,2.1529243184396396,70,1,1,1,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0
296,18,0,2.0241930674493576,69,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1
297,23,1,2.0592388343623163,89,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,1
298,20,1,2.0992441689760155,77,1,1,1,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1
299,19,1,2.080690761080268,77,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0
300,19,0,2.084429083190875,96,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0
301,18,0,2.0980179272527715,65,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
302,22,1,2.1065702090680887,60,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0
303,21,0,2.0781907597781832,70,1,0,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0
304,18,1,2.084429083190875,76,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,1
305,18,1,2.086913556518537,87,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1
306,18,0,2.080690761080268,77,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1
307,18,1,2.102913897864978,76,1,0,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0
308,19,1,2.1234584270966104,76,1,0,1,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0
309,19,1,2.0943301541735866,88,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
310,21,0,2.096790180014449,67,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
311,20,0,2.145931282948669,66,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0
312,23,1,2.075684492802124,69,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
313,19,1,2.089391872533004,84,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0
314,22,1,2.0719132752590443,89,1,0,1,1,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1
315,20,0,2.0918640616783932,94,1,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
316,23,1,2.1198634561787513,62,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0
317,20,0,2.0373166153791646,67,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
318,21,0,2.0781907597781832,79,1,0,0,1,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0
319,19,1,2.1041341542702074,70,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1
320,19,0,2.017566137961748,83,1,1,0,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1
321,23,0,2.102913897864978,66,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1
322,19,1,2.020222182019865,80,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1
323,22,0,2.0744289998562917,92,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1
324,18,1,2.122261538862764,87,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1
325,21,0,1.9974177062012453,71,1,1,1,0,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0
326,23,1,2.1077860146889784,60,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1
327,19,0,2.0719132752590443,92,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0
328,22,0,2.057962510002712,84,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1
329,22,0,2.138889000323256,79,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
330,19,0,1.9530276168241771,68,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
331,19,1,2.128231705849268,61,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1
332,21,1,2.05668455455722,63,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
333,20,1,2.028148247292285,75,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1
334,18,1,2.0451088625993306,77,1,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1
335,18,0,2.105352923464337,72,0,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,1
336,20,0,2.081938421878423,91,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1
337,21,1,2.061786606441115,71,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
338,22,0,2.020222182019865,60,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,2
339,22,1,2.1424163408412245,75,1,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1
340,18,0,2.0943301541735866,65,1,1,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1
341,19,1,2.065596134857783,66,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0
342,22,1,2.005525858729668,63,1,0,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0
343,19,1,2.1174596088673567,88,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
344,18,0,2.060513531794317,89,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
345,23,1,1.9960599327407849,65,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1
346,23,1,2.1004689088719113,77,0,0,0,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1
347,21,0,2.2049722641270453,63,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0
348,21,0,2.0781907597781832,78,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1
349,23,1,2.046401687601636,94,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0
350,21,0,2.0781907597781832,79,1,0,0,1,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0
351,20,1,2.0228711901914416,73,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1
352,23,1,2.085672091430472,88,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1
353,18,0,2.0693912058263346,79,1,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0
354,18,1,2.046401687601636,75,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1
355,22,0,2.0451088625993306,95,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1
356,18,1,2.0744289998562917,90,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1
357,21,1,2.028148247292285,91,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
358,20,0,2.1412419425852827,63,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,2
359,18,0,2.0412203288596382,98,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,2
360,19,0,2.0028304393079956,68,1,0,0,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1
361,22,0,2.0360119837525,61,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1
362,18,1,2.0425181875752383,71,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1
363,21,0,2.1077860146889784,89,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1
364,20,0,2.115049969147204,73,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
365,20,0,2.017566137961748,69,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0
366,21,1,2.154085084675602,95,1,1,0,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1
367,23,1,2.038619547159581,69,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0
368,18,1,2.0255131996542803,60,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,2
369,19,0,2.084429083190875,61,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0
370,21,0,2.0918640616783932,92,1,1,0,1,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0
371,19,0,2.0451088625993306,65,1,0,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,2
372,23,1,2.0268315914075385,74,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1
373,22,1,2.0028304393079956,85,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0
374,22,0,2.052840859882657,96,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0
375,19,0,2.057962510002712,80,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1
376,21,1,2.0425181875752383,83,1,1,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0
377,18,1,2.081938421878423,75,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1
378,18,0,2.0719132752590443,71,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1
379,22,1,2.057962510002712,84,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1
380,19,1,2.1258479144939915,98,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,2
381,23,1,2.05668455455722,88,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1
382,18,1,2.124653884501384,61,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1
383,22,0,1.986503546020567,92,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
384,21,0,2.086913556518537,67,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,2
385,22,0,2.1077860146889784,98,1,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1
386,22,0,2.0515563381903004,99,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0
387,23,1,2.028148247292285,88,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
388,20,0,2.124653884501384,64,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
389,23,0,2.084429083190875,98,0,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,1
390,23,0,2.028148247292285,88,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
391,22,1,2.0515563381903004,99,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0
392,23,1,2.1041341542702074,88,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,2
393,19,1,2.1016921506146558,98,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0
394,18,0,2.0592388343623163,89,1,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1
395,19,0,2.0681277817795625,72,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1
396,23,1,2.102913897864978,66,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1
397,21,0,2.0992441689760155,89,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
398,18,1,2.0769384114617173,73,1,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0
399,20,1,2.05668455455722,72,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0
400,18,1,2.0412203288596382,71,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
401,20,0,2.105352923464337,86,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
402,20,0,2.0412203288596382,89,0,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,1
403,19,1,2.0992441689760155,84,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1
404,20,1,2.084429083190875,98,1,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1
405,19,0,2.038619547159581,62,1,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1
406,22,0,2.1587147225743437,62,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1
407,22,0,2.0980179272527715,97,1,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1
408,23,0,2.048982334195127,79,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0
409,21,0,2.096790180014449,75,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0
410,21,1,2.0918640616783932,92,1,1,0,1,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0
411,20,0,2.096790180014449,76,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0
412,22,1,2.115049969147204,60,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0
413,19,0,2.080690761080268,96,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1
414,20,0,2.0425181875752383,85,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1
415,18,1,2.130609828254235,62,0,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,2
416,20,1,2.0744289998562917,93,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1
417,19,0,2.0769384114617173,95,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,1
418,20,1,2.1102132003465894,69,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
419,19,0,2.1471001901536506,70,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1
420,20,1,2.1529243184396396,78,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1
421,23,1,2.084429083190875,61,0,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,2
422,22,1,2.138889000323256,85,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1
423,22,1,2.0028304393079956,86,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
424,21,1,2.0149030205422647,99,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1
425,20,0,2.081938421878423,89,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0
426,19,1,2.064327903869788,69,1,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1
427,20,0,2.1377104498038118,91,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
428,21,1,2.1016921506146558,72,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0
429,21,0,2.0425181875752383,77,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
430,21,1,2.1564025828159643,81,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,2
431,21,0,2.0744289998562917,77,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1
432,19,1,2.1126345090356,70,0,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,1
433,21,1,2.1065702090680887,87,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1
434,23,0,2.115049969147204,99,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0
435,21,1,2.081938421878423,75,0,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0
436,22,1,2.0992441689760155,61,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
437,18,0,2.0412203288596382,98,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,2
438,22,0,2.0360119837525,92,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0
439,21,1,2.0918640616783932,92,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0
440,19,1,2.1138429683971682,97,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,2
441,20,0,2.145931282948669,66,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0
442,19,0,2.1471001901536506,70,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1
443,20,1,2.0744289998562917,76,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1
444,20,0,2.064327903869788,72,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1
445,22,0,2.061786606441115,72,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0
446,18,0,2.005525858729668,72,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0
447,22,0,2.1090003439213802,83,0,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,1
448,21,1,2.005525858729668,65,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0
449,21,1,2.1138429683971682,68,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0
450,21,0,2.060513531794317,69,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0
451,22,1,1.9643112344262046,62,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,2
452,18,1,2.061786606441115,80,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0
453,20,1,2.030776369698555,89,1,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1
454,22,1,2.005525858729668,64,1,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0
455,18,1,2.122261538862764,87,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1
456,22,1,2.0438143640366846,65,1,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1
457,19,1,2.1258479144939915,89,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,2
458,22,0,2.0294631718735947,74,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0
459,19,1,2.0781907597781832,78,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0
460,20,1,2.038619547159581,94,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,2
461,21,1,2.05668455455722,95,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0
462,19,1,2.131796772013764,66,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1
463,22,0,2.0360119837525,77,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,1
464,20,0,2.102913897864978,73,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0
465,22,0,2.1041341542702074,71,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0
466,21,0,2.0769384114617173,75,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1
467,19,1,2.0992441689760155,98,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
468,18,1,2.1377104498038118,66,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1
469,19,1,1.9974177062012453,85,1,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1
470,19,0,2.0451088625993306,76,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0
471,22,1,1.9892432737616872,79,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
472,19,1,2.1126345090356,75,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1
473,23,1,2.063058062429312,70,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0
474,18,0,2.0881534822818573,85,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1
475,23,1,2.127040520479115,76,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0
476,20,1,2.0228711901914416,72,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0
477,22,0,2.0425181875752383,97,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
478,23,0,2.151762203259462,75,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1
479,20,1,2.1162555148025524,64,1,0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1
480,22,1,2.1077860146889784,89,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1
481,21,0,2.0955609235597192,76,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1
482,22,0,2.065596134857783,64,0,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,1
483,19,0,2.084429083190875,96,1,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1
